SEVERITY CODE,MINE/PROJECT & LOCATION,ORE TYPE,DAM TYPE,DAM FILL MATERIAL,DAM HEIGHT (meters),"STORAGE VOLUME
(cu. meters)",Type Number,Type Key,Type Cause,INCIDENT YEAR,INCIDENT DATE,"RELEASE
(cu. meters)",RUNOUT (km),DEATHS,SOURCES,NOTES,DEPOSIT TYPE,ORE TYPE,Est. Size (resource)  Mtonnes,"Cu, %","Au, ppm","CuEq, %",1st Prod,"Est. Mill through-put to event, Mtonnes",Adverse Minerals,,Release,Runout,Deaths,Overall,,vser,ser,minor
4,"Yellow Giant Mine, Banks Island, British Columbia, Canada",Au,,,,,2,A,ST,2015,25/Jun/15,240,1,,Vancouver Sun,"Effluent and mine waste leaked from a pair of underground mine sites, including from a “non-engineered” containment berm and a concrete plug at an old underground site. Discharge reached the ocean through a creek, several beaver-dam-created wetlands and Banks Lake before entering the ocean at Surrey Bay. (Vancouver Sun, 27Jul15) (""Pollution spill at Yellow Giant gold mine sparks investigation by Environment Canada,"" Hoekstra, Vancouver 29Jul15)",,Au,,,,,,,,,0.000126539,0.025641026,0,0.025767564,,0,0,0
1,"Herculano Iron Mine, Itabirite, Minas Gerais, Brazil",Fe,,,61.5,4500000,1,A,U,2014,10/Sep/14,,,3,"WISE, Larrauri","A large amount of waste was released on top of vehicles and workers. A truck driver, a bulldozer with operator and a Fiat Uno with the driver were all buried. ""Tailings dam failure kills three workers,"" Mining.com, September 12, 2014.",,Fe,,,,,,,,,0,0,0.214285714,0.214285714,,0.214285714,0,0
3,"Buenavista del Cobre mine, Cananea, Sonora, Mexico (Grupo Mexico)",Cu,,,,,1,A,SI,2014,7/Aug/14,40000,,,"WISE, CDC 2017","Southern Copper Corp. (Grupo México) Flow into the 420km-long Bacanuchi river waterway, a tributary of the Sonora River, directly affecting 800,000 people",PCD,Cu,10000,0.5,,0.5,,1000,Py,,0.021089783,0,0,0.021089783,,0,0,0.021089783
1,"Imperial Metals, Mt Polley, British Columbia, Canada",Cu Au,Modified CL,MW,40,74000000,1,A,FN,2014,4/Aug/14,23600000,7,,Expert Panel Report,"Report on Mount Polley Tailings Storage Facility Breach, Independent Expert Engineering Investigation and Review Panel, Province of British Columbia, January 30, 2015; Imperial Metals 2015 Annual Report",PCD,Cu Au,507,0.28,0.29,0.512607128,2005,56.3628125,Py,,12.44297191,0.179487179,0,12.62245909,,12.62245909,0,0
2,"Stolice mine, Northwestern Serbia (Farmakom MB)",Sb,,,,"1,200,000 tonnes",1,B,OT,2014,7/Jul/14,100000,,,https://www.miningsee.eu/mine-waste-failures-and-tailing-spills-in-serbia/,"When the 2014 rains hit, the Stolice tailings dams contained an estimated 1.2 million tons of mine waste. The heavy rains triggered a landslide that damaged parts of the drainage system and rain accumulated inside one of the tailings dams, pushing it beyond capacity. A site review carried out by the Serbian water management agency, Srbijavode, showed the, “ existing tailings dumps do not have an adequate level of protection. They are not protected from external waters, which drain uncontrollably and wash away tailings’’. One hundred thousand cubic meters of tailings were released into the Kostajnik River, creating a wave downstream that was 50 to 75 m wide and left everything in its path covered in a layer of toxic mud 5-10 cm thick. After another storm on July 17, tailings again spilled out of the damaged dam and into the Kostajnik.",,Sb,,,,,,,,,0.052724457,,,,,,,
3,"Queensland Nickel, Yabulu Refnery, Townsville, Australia",NI ,,,,,1,A,OT,2014,13/Apr/14,80000,,,https://www.townsvillebulletin.com.au/news/qni-fined-for-tailing-dam-spill/news-story/8276196b4f8f9d7b45b6dac23cece120,"Release 56,000 - 105,000 cu yds.  Several days of unautghorized uncntrlled releases warned of inadequate capacity in 2012 & ignored, complex fnancial background maintenance deferedl under BHP before transfer to Palmer in liquidation Gov't footing cleanup bill.",,Ni U,,,,,,,,,0.042179566,0,0,0.042179566,,0,0,0.042179566
2,"Dan River Steam Station, North Carolina (Duke Energy)",Coal,,,12,155000000,1,A,ST,2014,2/Feb/14,334000,,,"WISE, Caldwell 2014","Collapse of an old drainage pipe under a 27-acre ash waste pond.  Ash flowing through drainage pipe into Dan River. Tailings Facility Failures in 2013/2014, Caldwell, 4Nov14",,Coal,,,,,,,,,0.176099687,0,0,0.176099687,,0,0.176099687,0
3,"Kajaran, Syunik Province, Armenia (Zangezur Copper Molybdenum Combine)",Cu Mo,,,,,2,A,U,2013,15/Nov/13,,,,"WISE, Green Program","Cronimet Mining AG. Tailings pipeline damage, tailings flowing into Norashenik River for several days (http://www.thegreenprogram.org/slopedoc2.html)",,Cu Mo,,,,,,,,,0,0,0,0,,0,0,0
2,"Obed Mountain Coal Mine Alberta, Canada",Coal,,,,,1,B,U,2013,31/Oct/13,670000,180,,"WISE; Caldwell, 2014","Sherritt International. Breach of wall in containment pond. Plume of slurry containing fine coal particles, clay and heavy metals into the Apetowun und Plate creeks and eventually the Athabasca River. $52.2 million Set aside by Sheritt for cleanup (2013 Annual Report).  Tailings Facility Failures in 2013/2014, Caldwell, 4Nov14 undocumented description of plume 113 miles away.",,Coal,,,,,,,,,0.353253864,4.615384615,0,4.968638479,,0,4.968638479,0
3,"Coalmont Energy Corporation, Basin Coal Mine",Coal,,,,,1,A,OT,2013,24/Aug/13,30,30,,https://globalnews.ca/news/805234/coalmont-villagers-fuming-over-black-river/,"The coal processing plant malfunctioned Saturday, forcing plant water to be drained into a detention pond. The tailings then overflowed into an emergency pond with the material entering the Tulameen river .",,Coal,,,,,,,,,1.58E-05,0.769230769,0,0.769246587,,0,0,0.769246587
3,"Casa Berardi Mine, La Sarre, Abitibi region, Quebec (Hecla Mining Company)",Au,,,,,1,B,OT,2013,May/13,57000,,,Caldwell 2014,"Breach of an internal tailings dyke which resulted in a surge of liquids and suspended solids over the external tailings dyke. Tailings Facility Failures in 2013/2014, Caldwell, 4Nov14",,Au,,,,,,,,,0.030052941,0,0,0.030052941,,0,0,0.030052941
1,"El Herrero mine, Otáez, Barrancas province, Durango state, Mexico (Grupo Minero Bacís, Durango, Mexico)",Au Ag,,,,,1,,OT,2013,20/Jan/13,300000,130,4,WISE,"Four people killed and one injured; Los Remedios river in Durango, San Lorenzo river and El Comedero reservoir in Sinaloa contaminated, fish killed in Los Remedios river 130 km downstream; 300 families lost their incomes from a tilapia fish farm",,Au Ag,,,,,,,,,0.158173372,,,,,,,
2,"Gullbridge Mine, Newfoundland, Canada",Cu,DS,E,7,800000,1,B,SI,2012,17/Dec/12,100000,0.5,,"WISE, Caldwell 2013, CDC 2017, Rana","At 7:45 am on Monday December 17, the tailings dam at the former Gullbridge copper mine, central Newfoundland failed while work was under way to stabilize it. The failure resulted in a breach of the 7 m high dam approximately 25 m wide. The dam was impounding mine tailings that were partially covered by water forming a tailings pond.",,Cu,,,,,,,,,0.052724457,0.012820513,0,0.06554497,,0,0.06554497,0
2,"Sotkamo, Kainuu Province, Finland (Talvivaara)",Ni U,,,25,5400000,1,A,SE,2012,4/Nov/12,240000,,,"WISE, Larrauri","Talvivaara Mining Company Plc  Leak from gypsum pond through a ""funnel-shaped hole."" Nickel and zinc concentrations in nearby Snow River exceeded the values that are harmful to organisms tenfold or even a hundredfold, uranium concentrations more than tenfold. Heap-leach operation; leakage form gypsum pond also occured in 8 April 2013 (4th leak since 2008); after restarting operations, the gypsum leaked again on 21 May 2013",,Ni U,,,,,,,,,0.126538697,0,0,0.126538697,,0,0.126538697,0
1,"Padcal No 3, Benquet Philippines (Philex)",Au Cu,,,,102000000,1,A,OT,2012,2/Aug/12,13000000,,,"NASSA & CCCP, Larauri","20.6 million tonnes released due to heavy rains.  The Balog and Agno River are heavily polluted. ""CSOs release results of independent investigation on Philex's tailings spill,"" NASSA & CCCP press release, 2 October 2012",PCD,Au Cu,590,0.3,0.35,0.58073274,1958,325,Py,,6.854179441,0,0,6.854179441,,6.854179441,0,0
3,"Hudson Bay (HB) Mine, Salmo, British Columbia (Regional District of Central Kootenay & Teck)",Pb Zn,,,25,1800000,1,B,SE,2012,11/Jul/12,,,,"Nelson Star, 9Jul12, Larrauri","A sinkhole in the dam at the HB mine site south of Salmo has been determined as the primary cause of the slough that threatened the stability of the tailings pond last week.  Heavy rainfall throughout the month of June was a contributing factor to some seepage and the initial slough. The Regional District of Central Kootenay purchased the six-hectare tailings area in 1998 as part of their central landfill area. ""Sinkhole to blame for slough at mine site near Salmo,"" Nelson Star, 9Jul12.",,Pb Zn,,,,,,,,,0,0,0,0,,0,0,0
3,Johson Gold Mining Corporation at Baranggay Bangong-Bayan,Au,,,,,1,A,ER,2012,13/Apr/12,,,,"Mambulaoans Worldwide Buzz, 2012",Cyanide-laden mine tailings destroyed 10 houses. (http://mambulaoansworldwidebuzz.blogspot.com/2012/04/friday-13th-disaster-gold-miners_21.html),,Au,,,,,,,,,0,0,0,0,,0,0,0
3,"Mineracao Serra Grande Tailings Dam, State of Goias, Brazil (Anglo Ashanti)",Au,CL,,,,1,A,OT,2012,1/Jan/12,900,,,"2012 Operational Profile, Serra Grande, Brazil, AngloGold Ashanti, 13Jun13","Due to torrential rain, the lake’s level in the tailings dam rose. An overflow of up to 900m³ of rainwater, mixed with effluent, entered the Vermelho River via a channel (drainage system).",,Au,,,,,,,,,0.00047452,0,0,0.00047452,,0,0,0.00047452
3,"Mianyang City, Songpan County, Sichuan Province, China",Mn,,,,,1,A,OT,2011,21/Jul/11,10000,,,Future Directions Intl.,"Heavy rain on July 20 led the managers of the electrolytic manganese metal plant to release water from its tailing dams into the Fujiang River, which provides drinking water to Sichuan’s second largest city - (http://www.futuredirections.org.au/publications/food-and-water-crises/28-global-food-and-water-crises-swa/176-chinese-city-of-4-million-left-dry-as-pollution-contaminates-water.html)",,Mn,,,,,,,,,0.005272446,0,0,0.005272446,,0,0,0.005272446
3,"Ray Mine, Hayden, AZ, USA (Asarco)",Cu,,,,,1,A,ST,2011,5/May/11,3600,,,"National Response Center, Incident No. 975013",6000-8000 tons of copper ore tailing released from one of the tailing ponds due to a breach in the dike.,,Cu,,,,,,,,,0.00189808,,,,,,,
2,"Bloom Lake, Newfoundland, Canada (Cleveland Cliffs)",Fe,,,,,1,A,U,2011,May/11,200000,,,"Globe and Mail, December 25, 2014",Cliffs' Bloom Lake mine hit with record $7.5-million environmental fine,,Fe,,,,,,,,,0.105448914,0,0,0.105448914,,0,0.105448914,0
3,"Kayakari, Japan",Au Ag,US,,36,400000,1,,EQ,2011,11/Mar/11,41000,,2,Rana,,,Au Ag,,,,,,,,,0.021617027,,,,,,,
1,"Ajka Alumina Plant, Kolontár, Hungary (MAL Magyar Aluminum)",Al,DS,Compacted Fly Ash,22,30000000,1,A,SE,2010,4/Oct/10,1000000,,10,"Kolontár Report, WISE, Zanbak 2010, Quelopana, 2019","The Kolontar Report (https://www.google.com/?gws_rd=ssl#q=kolontar+hungary+disaster), 10 people dead and almost 150 injured, about 1,000 acres of polluted land.  8 square kilometres flooded, including several towns.  Failure Mechanism and Kinematics of the Ajka Tailings Pond, Hungary, C. Zanbak, 10 December 2010",,Al,,,,,,,,,0.527244572,0,0.714285714,1.241530287,,1.241530287,0,0
1,"Zijin Mining, Xinyi Yinyan Tin Mine, Guangdong Province, China",Sn,,,,,1,A,OT,2010,21/Sep/10,,,22,"Zijin Mining Group;  Fry et al, 2012","Gaoqiling tailing pool dam at Qianpai Town, Xinyi City, Guangdong. Yinyan Tin Mine Dam Failure, Zijin Mining Group, 27Dec10, (https://www.regjeringen.no/contentassets/e7016c9a7430498e8c583a533dd1ca15/rec_zijin_2012_eng.pdf, http://www.facing-finance.org/en/database/cases/zijin-mining-collapse-of-tailing-dam-kills-22-destroys-houses/)",,Sn,,,,,,,,,0,0,1.571428571,1.571428571,,1.571428571,0,0
4,"Zijin Mining, Zijinshan Gold & Copper Mine, (Ting River)",Au Cu,,,,,3,A,U,2010,16/Jul/10,500,,,Zijin Mining Group,"Transfer tank used to dispose waste water for heap leach emergency leaked, Progress relating to the environmental incident concerning a sudden leakage of the waste water pond at the Zijinshan Copper Mine hydro-metallurgical plant, Zijin Mining Group, 16Jul10 (https://www.regjeringen.no/contentassets/e7016c9a7430498e8c583a533dd1ca15/rec_zijin_2012_eng.pdf)",,Au Cu,,,,,,,,,0.000263622,0,0,0.000263622,,0,0,0
3,"Zijin Mining, Zijinshan Gold & Copper Mine, (Ting River)",Au Cu,,,,,2,A,U,2010,3/Jul/10,9100,,,Zijin Mining Group,"Heap Leach pond break, Social Responsibility Report of 2010, Zijin Mining Group Co., Ltd., Department of Investment Securities of Zijin Mining Group, 31Mar11 (https://www.regjeringen.no/contentassets/e7016c9a7430498e8c583a533dd1ca15/rec_zijin_2012_eng.pdf);",,Au Cu,,,,,,,,,0.004797926,0,0,0.004797926,,0,0,0.004797926
2,"Huancavelica, Peru, Unidad Minera Caudalosa Chica","Ag, Cu, Pb, Zn",,,10,,1,A,SE,2010,25/Jun/10,100000,110,,"WISE, Wood 2012, McLemore et al, 2014",Contamination of río Escalera and río Opamayo 110 km downstream.,,"Ag, Cu, Pb, Zn",,,,,,,,,0.052724457,2.820512821,0,2.873237278,,0,2.873237278,0
2,"Las Palmas, Pencahue, VII Region, Maule, Chile (COMINOR)",,DS,CST,15,220000,1,B,EQ,2010,27/Feb/10,170000,0.5,4,"Villavicencio, Quelopana, 2019","Intraplate earthquake Mw = 8.8, 80% of total volume estimated lost, overtopping with ﬂow failure",,0,,,,,,,,,0.089631577,0.012820513,0.285714286,0.388166376,,0,0.388166376,0
3,"Veta del Agua Tranque No. 5, Nogales, V Region, Valparaíso, Chile",Cu,US,CST,16,80000,1,B,EQ,2010,27/Feb/10,30000,0.1,,"Villavicencio, Quelopana, 2019","Intraplate earthquake Mw = 8.8, slope 1.4:1, slope instability with seismically induced deformations",,Cu,,,,,,,,,0.015817337,0.002564103,0,0.01838144,,0,0,0.01838144
3,"Tranque Adosado Planta Alhué, Alhué, Region Metropolitana, Chile",,DS,,15,,1,A,EQ,2010,27/Feb/10,,,,Villavicencio,"Intraplate earthquake Mw = 8.8, R = 252 km, slope 4.5:1, slope instability with seismically induced deformations",,0,,,,,,,,,0,0,0,0,,0,0,0
3,"Tranque Planta Chacón, Cachapoal, VI Region, Rancagua, Chile",,,,,,1,B,EQ,2010,27/Feb/10,,,,Villavicencio,"Intraplate earthquake Mw = 8.8, slope 1.8:1, slope instability with seismically induced deformations",,0,,,,,,,,,0,0,0,0,,0,0,0
3,"Tranque Adosado Planta Alhué, Alhué, Region Metropolitana, Chile (Florida Mining)",,US,,,,1,B,EQ,2010,27/Feb/10,,,,Villavicencio,"Intraplate earthquake Mw = 8.8, 80% of total volume estimated lost, slope 1.2:1, slope instability with seismically induced deformations",,0,,,,,,,,,0,0,0,0,,0,0,0
1,"Karamken, Magadan Region, Russia (cyanide-leach processing facility of gold mines in the region)",Au,,,27,4600000,2,B,ST,2009,29/Aug/09,1200000,,2,"WISE, MACE, Glotov 2018","11 houses lost, 1 death (Karamken Update - MACE 2012-02-10); shutdown in 1990s; bad design, bad construction, no maintenance led to groundwater contamination prior to failure. (see Goltov 2018. Causes and Environmental Impact of the Gold-Tailings Dam Failure at Karamken, the Russian Far East, Vladimir E. Glotov, Jiri Chlachula, Ludmila. P. Glotova, Edward Little, engineering Geology (draft), Feb18)",Vein,Au,,,,,1978,,,,0.632693487,0,0.142857143,0.77555063,,0.77555063,0,0
2,"Huayuan County, Xiangxi Autonomous Prefecture, Hunan Province, China",Mn,,,,,1,A,U,2009,14/May/09,50000,,3,WISE,"The landslide set off by the tailings dam failure destroyed a home, killing three and injuring four people.",,Mn,,,,,,,,,0.026362229,0,0.214285714,0.240647943,,0,0.240647943,0
1,"Kingston fossil plant, Harriman, Tennessee, USA (TVA)",Coal,US,,,,1,A,U,2008,22/Dec/08,4100000,4.1,,"WISE, Rana",5.4 million cubic yards (1.09 billion gallons) of fly ash was released (http://www.sourcewatch.org/index.php?title=TVA_Kingston_Fossil_Plant_coal_ash_spill#TVA_Reaction),Strat,Coal,,,,,1955,,,,2.161702747,0.105128205,0,2.266830952,,2.266830952,0,0
1,"Taoshi, Linfen City, Xiangfen county, Shanxi province, China (Tahsan Mining Co.)",Fe,US,WR,50.7,290000,1,A,SI,2008,8/Sep/08,190000,2.5,277,"WISE, Larrauri & Lall 2018","A mudslide several metres high flowed 2.5 km downstream, buried a market, several homes and a three-storey building. 277 people are killed and 33 injured.  Mine not operating - claimed that state-owned company ""sealed"" TSF",,Fe,,,,,,,,,0.100176469,0.064102564,19.78571429,19.94999332,,19.94999332,0,0
3,"Ekati Mine, Northwest Territories, CA (BHP Billiton)",Diamonds,,,,,3,A,U,2008,16/May/08,4500,,,"Technical Report 2008-09, Independent Environmental Monitoring Agency, Yellowknife, Northwest Territories, 31Mar09","Overtopping? 4.5 million litres of processed kimberlite tailings and treated sewage flowed over the Long Lake Containment Facility, spilling onto the tundra and onto nearby Fay Lake, which was frozen at the time.",,Diamonds,,,,,,,,,0.002372601,0,0,0.002372601,,0,0,0.002372601
2,"Bernburg, Germany (Solvay)",Limestone,US,,22,,1,A,SI,2007,Feb/07,150000,,,Vanden Berghe et al 2009,"In February 2007, a tailings dam used as sedimentation pond of lime particles failed. As a result, an estimated volume of 150,000m3 of
tailings flowed from the breach in the dam slope.",,Limestone,,,,,,,,,0.079086686,,,,,,,
3,"Glebe Mines, Cavendish Mill, UK",F,US,E,,,1,B,OT,2007,22/Jan/07,20000,,,"HSE Report, Rana","Flourspar mine.  Initial Report of the HSE investigation into the Glebe Mines Stony Middleton dam failure 2007, HSE Central Division - Nottingham, UK, 23Feb07",,F,,,,,,,,,0.010544891,0,0,0.010544891,,0,0,0.010544891
1,"Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)",Al,,,35,3800000,1,A,OT,2007,10/Jan/07,2000000,,,"WISE, Larrauri",The mud flow left about 4000 residents of the cities of Miraí and Muriaé in the Zona da Mata homeless. Crops and pastures were destroyed and the water supply was compromised in cities in the states of Minas Gerais and Rio de Janeiro. ,Laterite (Bauxite),Al,,,,,,,,,1.054489145,0,0,1.054489145,,1.054489145,0,0
2,"Fonte Santa ,Freixia De Espado a Cinta, Potugal",?,DS,E,25,,1,B,OT,2006,27/Nov/06,231600,2.5,,"Franca et al 2007, Duque 2011","On the 24th November 2006, an extraordinary rainfall occurred in the region. The continuous feeding of the reservoir for three days, combined with the clogging of the spillway, lead to the overtopping of the Fonte Santa dam crest originating breaching and subsequent total failure. Duque 2011 estimated the runout at 17.5 km.",,?,,,,,,,,,0.122109843,0.064102564,0,0.186212407,,0,0.186212407,0
4,"Nchanga, Chingola, Zambia (Konkola Copper Mines - Vedanta)",Cu,,,,,2,A,U,2006,6/Nov/06,,,,WISE,"Konkola Copper Mines Plc (51% Vedanta Resources plc)  Failure of tailings slurry pipeline from Nchanga tailings leaching plant to Muntimpa tailings dumps. Release of highly acidic tailings into Kafue river; high concentrations of copper, manganese, cobalt in river water; drinking water supply of downstream communities shut down.",SSC,Cu,1100,2.16,,3.6,1939,135,Co,,0,0,0,0,,0,0,0
1,"Miliang, Zhen'an County, Shangluo, Shaanxi Province, China",Au,,,,,1,A,ST,2006,30/Apr/06,,5,17,WISE,"The landslide buried about 40 rooms of nine households, leaving 17 residents missing. Five injured people were taken to hospital. More than 130 local residents have been evacuated. Toxic potassium cyanide was released into the Huashui river, contaminating it approx. 5 km downstream. ",,Au,,,,,,,,,0,0.128205128,1.214285714,1.342490842,,1.342490842,0,0
2,"Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)",Al,,,,,1,A,U,2006,Mar/06,400000,,,Brazil Magazine,"In March 2006, a leaking (sic) let 400 million liters (400,000 m3) of muddy water escape making its way to Rio de Janeiro. ""Brazilian Rains Kill Dozens and Broken Dam Leaves, Thousands Without Shelter ,"" José Wilson Miranda , Brazzil Magazine, 11 January 2007  The mud flow left about 4000 residents of the cities of Miraí and Muriaé in the Zona da Mata homeless. Crops and pastures were destroyed and the water supply was compromised in cities in the states of Minas Gerais and Rio de Janeiro; company was cited for a TSF infraction in 2006",Laterite (Bauxite),Al,,,,,,,,,0.210897829,0,0,0.210897829,,0,0.210897829,0
2,"Lafayette Mining Polymetallic, Rapu Rapu Island, Albay, Philippines",Au,,,,,1,A,OT,2005,Oct/05,,,,https://www.bulatlat.com/2005/11/26/lafayette-mining-deliberately-leaked-cyanide-says-fact-finding-mission-2/,After an independent fact-finding mission revealed that the fish kill in the nearby waters of Rapu-Rapu Island in Albay (about 600 km. from Manila) was allegedly due to a deliberate cyanide leakage.  Two mine spills on Oct. 11 and 31 allegedly caused cyanide contamination and fish kill in nearby waters.  Mine workers told the fact-finding team that they were allegedly instructed by Lafayette officials to dig canals and lay down new pipes to redirect the mine’s waste and tailings directly to the sea. ,,Au,,,,,,,,,,,,,,,,
2,"Tailings Dam, USA",Cu,US,E,43,500000,1,A,SE,2005,26/May/05,170000,25,,CDA 2017,Excessive seepage and breaching the dyke by erosion. Loss of confinement resulted in the liquefaction and flow of the tailings,,Cu,,,,,,,,,,,,,,,,
3,"Captains Flat Dump No 3, Australia",Cu,,,,,,,,2005,25/Apr/05,40000,12,,CDA 2017,,,Cu,,,,,,,,,,,,,,,,
4,"Bangs Lake, Jackson County, Mississippi, USA (Mississippi Phosphates Corp)",P,,,,,1,A,OT,2005,14/Apr/05,64350,,,WISE,"Mississippi Phosphates Corp. Phosphogypsum stack failure, because the company was trying to increase the capacity of the pond at a faster rate than normal, according to Officials with the Mississippi Department of Environmental Quality (the company has blamed the spill on unusually heavy rainfall, though). Liquid poured into adjacent marsh lands, causing vegetation to die.",Strat,P,,,,,,,,,0.033928188,0,0,0.033928188,,0,0,0
3,"Pinchi Lake, BC, Canada (Teck Cominco Ltd.)",Hg,WR,E,12,,2,A,ER,2004,30/Nov/04,7000,,,WISE,"Mercury contaminated tailings into Pinchi Lake; operated 1940-43 and 1968-1975 by Cominco. Release 6,000-8 ,000 cu meters.",Vein-Strat,Hg,1.1,,,,1940,,,,0.003690712,0,0,0.003690712,,0,0,0.003690712
2,"Riverview, Florida (Cargill)",P,,,,,3,U,OT,2004,5/Sep/04,227000,,,WISE,A dike at the top of a 100-foot-high gypsum stack holding 150-million gallons of polluted water broke after waves driven by Hurricane Frances bashed the dike's southwest corner. Liquid spilled into Archie Creek that leads to Hillsborough Bay.,Strat,P,,,,,,,,,0.119684518,0,0,0.119684518,,0,0.119684518,0
2,"Partizansk, Primorski Krai, Russia (Dalenergo)",Coal,Ring,,,20000000,1,A,U,2004,22/May/04,160000,,,WISE,"A ring dike, enclosing an area of roughly 1 km2 and holding roughly 20 million cubic meters of coal ash, broke. The break left a hole roughly 50 meter wide in the dam. The ash flowed through a drainage canal into a tributary to the Partizanskaya River which empties in to Nahodka Bay in Primorski Krai (east of Vladivostok).  For details download Sept. 2004 report by Paul Robinson, SRIC.",Strat,Coal,,,,,,,,,0.084359132,0,0,0.084359132,,0,0.084359132,0
3,"Malvési, Aude, France (Comurhex, Cogéma/Areva)",U,,,,,1,A,U,2004,20/Mar/04,30000,0.7,,"WISE, Rana",Uranium slurries elevated nitrate in river. Decantation and evaporation pond of uranium conversion plant dam failure after heavy rain in preceding year. the release led to elevated nitrate concentrations of up to 170 mg/L in the canal of Tauran for several weeks.,,U,,,,,,,,,0.015817337,0.017948718,0,0.033766055,,0,0,0.033766055
2,"Cerro Negro, Petorca Province, Quinta region, Chile (Cia Minera Cerro Negro), (5 of 5)",Cu,US,T,,,1,A,EQ,2003,3/Oct/03,80000,20,,"WISE, Villavicencio",Tailings flowed 20 kilometers downstream the río La Ligua.,,Cu,,,,,,,,,0.042179566,0.512820513,0,0.555000079,,0,0.555000079,0
2,"Sasa Mine, Macedonia",Pb Zn,US,,,2000000,1,A,ST,2003,30/Aug/03,100000,12,,"Vrhovnik et al, 2011; Vrhovnik et al, 2013; Peck, 2007, Rana","Culvert failure under Sasa Mine Tailings Dam. (Avoiding tailings dam failures, Good practice in prevention, Philip Peck, UNEP GRID Arendal and IIIEE at Lund University, Workshop on the safety of Tailings Management Facilities, November 12, 2007, Yerevan, Armenia); Tailings dam break with waste flowing into Lake Kalimanci 12 km from mine. (http://www.geologija-revija.si/dokument.aspx?id=1229); The Occurrence of Heavy Metals and Metalloids in Surficial Lake Sediments before and after a Tailings Dam Failure, Petra Vrhovnik, Tadej Dolenec, Todor Serafimovski, Matej Dolenec, Nastja Rogan Šmuc, Pol. J. Environ. Stud. Vol. 22, No. 5 (2013), 1525-1538 (http://www.pjoes.com/pdf/22.5/Pol.J.Environ.Stud.Vol.22.No.5.1525-1538.pdf)  Release 70,000-100,000 cu meters.",,Pb Zn,,,,,,,,,0.052724457,0.307692308,0,0.360416765,,0,0.360416765,0
1,"Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)",Al,,,,,1,A,U,2003,2003,1200000,,,Brazil Magazine,"1.2 billion liters (1.2 million m3) of toxic water was poured out into the Pomba and Paraíba do Sul rivers. ""Brazilian Rains Kill Dozens and Broken Dam Leaves, Thousands Without Shelter ,"" José Wilson Miranda , Brazzil Magazine, 11 January 2007",Laterite (Bauxite),Al,,,,,,,,,0.632693487,0,0,0.632693487,,0.632693487,0,0
3,"El Cobre, Chile - El Soldado (Exxon)",Cu,US,T,,,1,B,OT,2002,8/Nov/02,4500,,,Villavicencio,Strong rains and overﬂow,HT Manto,Cu,580,1.1,,1.1,19th c,200,Py,,0.002372601,0,0,0.002372601,,0,0,0.002372601
3,"El Cobre, Chile, 2, 3, 4, 5 (Exxon)",Cu,US,T,,,1,B,OT,2002,22/Sep/02,8000,,,Villavicencio,Strong rains and overﬂow,HT Manto,Cu,580,1.1,,1.1,19th c,200,Py,,0.004217957,0,0,0.004217957,,0,0,0.004217957
1,"San Marcelino Zambales, Philippines, Bayarong dam (Benguet Corp-Dizon Copper-Silver Mines Inc)",Cu Au,,,,47000000,1,B,OT,2002,11/Sep/02,1000000,,,"WISE, Piplinks",Dizon Copper Silver Mines Inc. Spillway of Bayarong tailings dam collapsed and Camalca tailings dam damaged during heavy rain. Low lying villages flooded with mine waste; 250 families evacuated; mined ceased operations in 1997,PCD,Cu Au,187,0.36,0.93,1.105946996,1980,97,Py,,0.527244572,0,0,0.527244572,,0.527244572,0,0
3,"San Marcelino Zambales, Philippines, Camalca dam (Benguet Corp-Dizon Copper-Silver Mines)",Cu Au,,,,,1,B,OT,2002,27/Aug/02,,,,"WISE, Piplinks","Heavy rains impounded water on the Bayarong tailings dam and Camalca silt dam, and spillways, eroding these and eventually causing leak. Some tailings spilled into Mapanuepe Lake and eventually into the Sto. Tomas River.  ",PCD,Cu Au,187,0.36,0.93,1.105946996,1980,97,Py,,0,0,0,0,,0,0,0
4,"Thalanga  Mine, Queensland Australia",Cu Pb Zn,UTSD,-,--,290000,2,B,MS,2002,Aug/02,,,0,https://www.imwa.info/docs/imwa_2004/IMWA2004_12_Thienenkamp.pdf,Bulkheads retaining tailings inunerground workings failed under pressures from groundwater recharge from -450 at closure in 1998 to -35 in 2002.,VMS,Cu Pb Zn,,,,,,1988,,,0,0,0,0,,0,0,0
4,"Tarkwa, Ghana (Goldfields)",Au,,,,,3,U,U,2001,16/Oct/01,,,,Environmental New Service,http://www.corpwatch.org/article.php?id=744  (accessed 1Jul16)  A joint in the main pipe which carries the cyanide wastewater to the tailings dam was dislodged after a heavy downpour allowing the cyanide solution to spew onto the ground. Chlorine was added to the river to neutralize the toxicity of the cyanide.  There was a large fish kill associated with the accident.,,Au,,,,,,,,,0,0,0,0,,0,0,0
